ID_author;sent_neg;sent_neu;sent_pos;sent_compound
778;79;8,91E+15;31;-4137
779;56;799;145;9277
780;91;794;115;9672
781;64;789;147;8188
782;156;757;8,80E+15;-6496
783;156;802;42;-6254
784;15;8;5;-9579
785;193;736;71;-9776
786;1;833;68;-6318
787;157;604;238;946
788;104;696;199;6356
789;134;7,49E+15;116;-9367
790;146;8,08E+15;46;-8645
791;187;777;3,60E+16;-9589
792;15;741;108;-8128
793;161;679;159;-5023
794;58;836;106;5803
795;1;784;116;7905
796;81;764;155;9436
797;15;7,83E+15;66;-952
798;158;7,24E+15;119;-9441
799;23;8,01E+15;1,76E+16;959
800;135;74;124;-3782
801;1,76E+16;738;86;-8933
802;7;8,06E+15;124;8858
803;19;6,89E+15;121;-9819
804;67;847;86;4619
805;222;691;86;-9839
806;0;907;93;5859
807;132;809;58;-9038
808;73;8,19E+15;109;7144
809;142;794;64;-774
810;129;8,44E+15;26;-8299
811;185;664;151;-9346
812;123;835;42;-9859
813;122;7,09E+15;1,69E+16;901
814;13;6,51E+15;22;9347
815;0;10;0;0
816;33;6,97E+15;27;952
817;98;746;156;875
818;174;826;0;-5719
819;108;836;57;-9257
820;249;631;12;-9763
821;3;628;7,20E+15;-9734
822;86;807;107;4618
823;135;733;132;1455
824;306;5,82E+15;112;-9969
827;0;7,34E+15;266;8685
828;129;765;105;-8433
829;0;10;0;0
830;13;816;171;9583
831;31;831;138;7184
832;1,69E+16;682;1,48E+16;-5251
833;0;907;93;3939
834;19;657;153;-8708
835;174;698;128;-6436
836;86;7,93E+15;121;899
837;131;7,04E+15;165;8819
838;159;72;121;-6809
839;235;6,83E+15;8,20E+15;-9918
840;123;725;152;8683
841;45;8,64E+15;9;5104
842;135;8,27E+15;38;-9245
843;86;843;71;-8,01E+15
844;243;685;7,20E+15;-9827
845;99;855;45;-9224
846;254;705;41;-8505
847;1,44E+16;649;207;9573
848;66;934;0;-4019
849;7;8,74E+15;55;-2676
850;166;7,66E+15;68;-9788
851;0;861;139;6707
852;139;81;51;-8014
853;17;8,01E+15;29;-9647
854;3;951;19;-2458
857;131;685;184;91
858;141;799;59;-91
859;201;754;45;-9386
860;199;743;58;-9985
861;38;848;115;721
862;0;6,56E+15;344;9017
863;254;645;101;-9954
866;99;851;5;-6467
867;73;84;86;9015
868;6;755;185;8297
869;86;8,91E+15;22;-6808
870;227;6,92E+15;81;-9871
871;64;7,76E+15;16;9976
872;117;773;11;-7647
873;119;8,49E+15;32;-9399
874;264;736;0;-7269
875;173;8;2,70E+16;-9178
876;231;7,07E+15;62;-9264
877;7,40E+15;88;46;-7956
878;107;7,34E+15;159;7804
879;7,20E+15;809;119;4684
880;134;7,88E+15;79;-9526
881;46;76;195;9657
882;132;74;128;-2025
883;97;802;1;6411
884;85;7,98E+15;118;9
885;68;845;87;5162
886;38;938;25;-4247
887;183;757;6;-8735
888;14;755;105;-8639
889;1,86E+16;6,92E+15;122;-8103
890;93;825;8,20E+15;-2732
893;84;7,76E+15;139;9751
896;7,20E+15;8;127;9502
899;119;662;218;7562
900;308;617;75;-9911
901;199;636;1,64E+16;-8903
902;241;667;92;-9314
903;2,16E+16;7,02E+15;8,20E+15;-7833
904;134;6,83E+15;183;9887
907;152;7,81E+15;67;-8819
908;159;6,41E+15;2;6199
909;1,43E+16;778;79;-9446
910;227;691;8,20E+15;-924
913;0;8,76E+15;124;7936
914;8,20E+15;8,37E+15;8;-8246
915;87;7,14E+15;199;9715
916;156;767;77;-9163
917;175;701;124;-1513
918;0;10;0;0
919;1,76E+16;752;71;-8245
920;147;767;86;-9802
921;151;66;189;8232
922;108;7,91E+15;101;182
923;0;8,64E+15;136;6249
924;0;853;147;6322
925;308;584;108;-9807
926;8,90E+15;843;68;129
927;181;715;103;-958
928;22;737;44;-987
929;119;794;87;-83
930;105;7,39E+15;156;9094
931;42;887;71;7068
932;34;8,39E+15;127;7177
933;1;8,69E+15;121;9476
934;157;75;93;-9425
935;118;7,56E+15;126;3481
936;3;883;8,80E+15;8229
937;65;845;9;3031
938;117;836;47;-8604
939;0;8,44E+15;156;775
940;0;879;121;8538
943;206;72;7,40E+15;-9896
944;57;905;38;-2846
945;107;764;128;631
946;1,64E+16;71;127;-6289
947;67;899;33;-7319
948;168;726;106;-8323
949;86;866;48;-6851
950;8,90E+15;723;189;8923
951;57;86;8,20E+15;2406
952;1,69E+16;759;7,20E+15;-9977
953;63;825;112;8183
954;221;619;161;-6136
955;118;636;246;9377
956;81;7,49E+15;17;8862
957;127;826;47;-8334
958;166;782;51;-9903
959;276;5,82E+15;142;-9715
960;237;708;55;-9789
961;112;818;7;-7798
962;0;713;287;8146
963;92;908;0;-6199
964;1,80E+16;921;6;7059
965;162;677;162;18
966;133;745;121;2244
967;66;821;114;4215
968;112;68;208;9236
969;145;7,49E+15;107;-9513
970;93;8,39E+15;68;-5283
971;337;47;193;-471
972;1,44E+16;7,29E+15;127;-8423
973;11;6,97E+15;194;9296
974;49;728;223;9569
975;8,80E+15;833;79;-5,58E+15
976;93;828;79;-4025
977;118;7,39E+15;1,43E+16;8397
978;1,67E+16;733;1;-9933
979;68;894;3,70E+16;-2685
980;33;85;117;7757
981;139;805;55;-9294
982;109;764;127;911
983;161;713;126;-1808
984;61;74;2;9287
985;128;733;139;3271
986;0;679;321;6369
989;132;754;114;-4606
990;73;85;77;163
991;258;626;116;-9729
992;0;8;2;8176
993;181;757;62;-9761
994;19;7,29E+15;8;-9933
995;2,70E+16;914;6;4329
996;117;7,24E+15;159;7056
997;159;8,22E+15;19;-9889
998;124;782;94;-1674
999;71;81;12;8759
1000;195;75;55;-9805
1001;63;754;183;7705
1002;81;77;149;9964
1003;209;601;19;-4486
1006;263;6,56E+15;81;-9881
1007;1,86E+16;687;128;-8283
1008;175;728;97;-9907
1009;8,20E+15;7,93E+15;125;6283
1010;34;8,08E+15;158;7574
1011;7,20E+15;846;8,20E+15;5657
1012;112;675;213;5983
1013;135;8,29E+15;3,60E+16;-9396
1014;77;733;19;9927
1015;0;7,88E+15;212;8944
1016;145;769;86;-8593
1017;145;792;63;-9594
1018;1,86E+16;743;71;-7608
1019;276;636;8,80E+15;-8467
1020;68;795;1,37E+16;9724
1021;62;826;112;78
1022;0;915;85;6632
1023;39;856;105;9134
1024;64;73;206;9554
1025;187;659;154;-9112
1026;131;774;94;-5789
1027;203;797;0;-8636
1028;122;726;152;708
1029;103;74;156;7107
1030;181;738;81;-9018
1031;0;967;33;3612
1032;121;8,24E+15;55;-7412
1033;39;637;324;9696
1034;16;757;83;-6848
1035;157;7,66E+15;77;-8631
1036;161;7,02E+15;1,37E+16;-7795
1037;96;78;124;935
1038;149;716;135;-4805
1039;0;87;13;8759
1040;22;8,08E+15;17;9695
1041;112;773;116;4241
1042;9;807;102;-2871
1043;156;725;119;-5281
1044;62;888;5;-2575
1045;177;759;64;-9552
1046;57;7,98E+15;145;9586
1047;124;797;79;-7809
1048;33;5,48E+15;122;-9667
1049;68;7,09E+15;222;7422
1050;0;855;145;8695
1051;128;775;97;-7573
1052;277;669;5,40E+16;-9798
1053;212;7,14E+15;7,40E+15;-857
1054;138;759;103;-9525
1055;84;841;7,40E+15;4747
1056;0;10;0;0
1057;196;763;42;-9832
1058;2;927;5,20E+16;4944
1059;97;773;13;7682
1060;125;83;46;-9441
1061;2,70E+16;884;8,90E+15;8151
1062;105;807;8,80E+15;-4945
1063;222;665;113;-9621
1064;273;608;119;-9076
1065;175;773;51;-7,91E+15
1066;0;633;3,67E+15;8504
1069;119;8,81E+15;0;-7717
1070;56;67;274;988
1075;145;777;78;-6,89E+15
1076;111;746;1,43E+16;9709
1077;108;812;8;-9387
1078;121;746;133;8691
1079;51;8,24E+15;125;89
1080;24;94;3,60E+16;-1431
1081;173;78;48;-7219
1082;2,70E+16;85;123;8782
1083;161;785;5,40E+16;-9611
1084;91;665;244;8436
1085;13;792;77;-6199
1086;5,20E+16;905;43;-1764
1087;0;10;0;0
1088;124;8,03E+15;73;-9772
1089;1,67E+16;733;1;-8225
1090;17;7,98E+15;32;-7494
1091;64;777;159;7399
1092;83;8,22E+15;95;1654
1093;66;804;13;8042
1094;1,37E+16;698;165;8339
1095;1;763;1,37E+16;6372
1096;233;7,34E+15;33;-9264
1097;1,64E+16;735;101;-9923
1098;251;6,86E+15;63;-8069
1099;239;648;113;-9925
1100;174;768;58;-968
1101;135;8,54E+15;11;-9817
1102;123;6,81E+15;196;6269
1103;97;831;71;-6632
1104;214;747;39;-9787
1105;117;773;11;-308
1106;57;7,66E+15;1,76E+16;5529
1107;75;8,27E+15;98;5987
1108;1,37E+16;767;96;-982
1109;21;782;197;968
1110;86;733;181;9305
1111;1,80E+16;8,22E+15;16;9722
1112;5,40E+16;789;158;9542
1113;136;733;131;2629
1114;103;769;128;8793
1115;57;943;0;-4404
1116;84;8;116;6954
1117;66;722;212;8834
1118;0;936;64;5775
1119;112;7,34E+15;154;6369
1120;97;785;118;8141
1121;208;7,02E+15;9;-9964
1122;116;848;3,60E+16;-9063
1123;184;722;94;-9411
1124;15;675;174;6035
1125;129;706;165;4504
1126;0;738;262;8738
1127;195;672;133;-9406
1128;68;872;61;34
1129;96;825;79;-294
1130;105;828;67;-6412
1131;28;8,11E+15;161;9993
1134;3,60E+16;772;192;938
1135;87;6,86E+15;227;9981
1136;124;721;155;4515
1137;1,69E+16;7,49E+15;8,20E+15;-9936
1138;171;713;116;-8685
1141;196;7,56E+15;48;-9674
1142;0;10;0;0
1143;217;583;199;-3857
1144;3,52E+16;648;0;-9419
1145;125;784;91;-8312
1146;159;6,81E+15;16;-2263
1147;67;804;129;5994
1148;93;82;86;-7903
1149;4;8,34E+15;126;8695
1152;121;76;119;-488
1155;1,78E+16;735;87;-9769
1156;63;818;119;5706
1157;246;6,61E+15;93;-9669
1158;198;7,39E+15;63;-9905
1159;147;754;99;-8565
1160;168;7,12E+15;121;-9962
1161;175;69;134;-8317
1162;44;705;252;9627
1163;0;861;139;6808
1164;106;754;139;9698
1165;0;6,76E+15;324;8622
1166;154;76;86;-8619
1167;1,64E+16;802;34;-9705
1168;0;909;91;5267
1169;73;7,56E+15;171;9013
1170;111;889;0;-8,19E+15
1171;206;597;197;-205
1172;3;8,69E+15;1;7022
1173;53;812;135;9372
1174;62;8,27E+15;111;9604
1175;166;738;96;-9817
1176;119;782;99;1411
1177;0;7,81E+15;219;7339
1178;12;7,93E+15;87;-6298
1179;62;841;97;9042
1180;63;8;138;7918
1181;221;6,89E+15;9;-9911
1182;227;727;46;-9785
1183;0;575;425;9895
1184;9,00E+15;7,04E+15;287;9983
1185;95;8,03E+15;102;5008
1186;48;757;195;9942
1187;1;728;262;9953
1188;192;725;83;-9767
1189;11;7,51E+15;139;1163
1190;8,90E+15;8,14E+15;97;579
1191;156;768;76;-9678
1192;1,48E+16;755;97;-7237
1193;65;845;9;7757
1194;38;857;105;9638
1195;244;662;94;-9841
1196;64;782;154;7341
1197;33;818;149;8847
1198;65;86;75;7164
1199;3,60E+16;8,34E+15;13;8683
1200;19;768;41;-8658
1201;196;654;15;-6304
1202;134;835;31;-9837
1203;8,90E+15;7,81E+15;13;8142
1204;19;637;173;-9566
1205;75;816;11;4101
1206;201;7,19E+15;8;-9762
1207;138;763;99;-9419
1208;0;92;8;6553
1209;73;8,03E+15;124;8027
1210;67;8,91E+15;42;-264
1211;94;7,96E+15;11;-2415
1214;8;8,74E+15;46;-129
1215;9,00E+15;856;134;9629
1216;134;785;81;-3453
1217;161;66;179;164
1220;194;722;85;-9881
1221;103;877;21;-8768
1222;92;77;138;9347
1223;15;726;124;-2669
1224;129;8;71;-6249
1225;134;79;76;-4404
1226;0;905;95;4871
1227;66;7,88E+15;147;9329
1228;435;565;0;-7713
1229;7,20E+15;7,51E+15;177;9899
1230;71;727;201;8642
1233;63;8,29E+15;108;7545
1234;79;848;73;-3038
1235;39;883;77;7275
1236;15;731;119;-948
1239;76;792;132;8223
1240;124;8,76E+15;0;-7034
1241;119;8,11E+15;7;-7755
1242;13;77;1;-6464
1243;7;779;151;964
1244;131;8,22E+15;47;-9839
1245;139;7,98E+15;63;-9391
1246;97;903;0;-481
1247;0;785;215;9133
1250;188;6,78E+15;134;-9874
1251;71;88;49;-6372
1252;182;569;249;7505
1253;119;862;19;-9728
1254;202;64;157;-9038
1255;1,69E+16;736;95;-9212
1256;168;782;5;-8471
1257;152;736;113;-6627
1258;185;68;135;-5652
1259;119;767;113;-4649
1260;34;716;249;9183
1261;132;713;155;124
1262;69;889;42;-2272
1263;87;736;177;9893
1264;96;823;8;-2168
1265;279;721;0;-8519
1266;0;10;0;0
1267;121;778;101;-6181
1268;0;10;0;0
1269;207;628;165;-8783
1270;192;7,51E+15;57;-9059
1271;159;746;95;-9999
1274;123;861;16;-9903
1275;68;884;48;-5106
1276;65;715;22;7745
1277;1,43E+16;794;63;-967
1278;146;8,17E+15;3,70E+16;-9784
1279;138;7,91E+15;71;-9316
1280;152;593;255;951
1281;92;799;109;7642
1282;78;8,24E+15;97;7001
1283;138;8,01E+15;61;-8382
1284;103;7,51E+15;145;7046
1285;104;753;1,43E+16;212
1286;87;78;133;9931
1287;83;8,06E+15;111;8515
1288;91;8,44E+15;64;-1263
1289;87;754;159;9533
1290;139;773;8,80E+15;-9039
1291;67;8,27E+15;106;9676
1292;136;7,02E+15;162;6976
1293;84;846;7;-51
1294;25;878;97;6126
1295;3,60E+16;8,86E+15;77;3804
1296;85;8,22E+15;93;128
1299;208;6,58E+15;134;-6187
1300;5,40E+16;919;2,70E+16;-4926
1301;114;7,24E+15;161;7558
1302;35;816;1,48E+16;6553
1305;71;723;205;9624
1306;193;6,78E+15;128;-7578
1307;2,70E+16;737;236;967
1308;11;8,06E+15;84;705
1309;3,70E+16;862;101;5868
1310;228;615;156;-7659
1311;152;7,66E+15;8,20E+15;-6088
1312;43;957;0;-2144
1313;207;693;101;-9926
1314;107;71;183;7378
1315;64;836;99;9432
1316;183;764;5,20E+16;-9651
1317;14;7,93E+15;66;-9801
1318;117;7,71E+15;111;-5034
1319;213;665;122;-9808
1320;27;599;131;-9704
1321;5;794;156;9723
1322;104;7,49E+15;147;5075
1323;1,64E+16;7,49E+15;87;-9971
1324;13;66;21;9868
1325;97;6,86E+15;217;927
1326;69;799;132;8033
1329;226;596;1,78E+16;-8201
1330;44;897;59;6322
1331;212;631;157;-9647
1332;135;762;103;-9072
1333;172;6,83E+15;145;-9514
1334;6;8,03E+15;1,37E+16;8424
1335;95;742;163;997
1336;24;76;0;-857
1339;194;711;95;-6824
1340;224;6,78E+15;98;-9987
1341;111;807;81;-7389
1342;92;8;108;4728
1343;154;6,76E+15;171;3635
1344;0;917;83;8095
1345;237;73;33;-9067
1346;301;5,59E+15;14;-96
1347;129;754;118;1065
1348;185;7,39E+15;77;-7851
1349;171;6,71E+15;157;-1528
1350;127;74;133;-264
1351;234;636;13;-9952
1352;151;7,76E+15;73;-3009
1353;195;731;73;-9989
1354;105;769;126;5844
1355;112;728;16;9921
1356;1,44E+16;8;56;-765
1357;6;8,14E+15;126;4329
1358;116;8,32E+15;5,20E+16;-9356
1359;5,20E+16;8,44E+15;104;955
1360;119;773;108;-5701
1361;96;71;194;4137
1362;101;899;0;-8734
1365;308;657;35;-9892
1366;149;799;5,20E+16;-9777
1367;141;7,71E+15;8,80E+15;-5318
1368;214;732;5,40E+16;-9168
1369;187;782;31;-9107
1370;101;813;87;-2382
1371;132;7,34E+15;134;4121
1372;7,20E+15;8;128;7624
1373;141;757;103;-9672
1374;218;644;138;-9489
1375;123;769;108;-4116
1376;33;831;1,37E+16;9931
1377;1,64E+16;652;184;8013
1378;12;742;1,37E+16;2915
1379;28;877;95;8079
1380;119;8,34E+15;47;-7102
1383;198;5,54E+15;248;6108
1384;69;83;101;7798
1385;32;8,39E+15;129;4953
1386;93;8,29E+15;78;-3372
1387;162;745;94;-7218
1388;214;762;24;-9731
1389;28;898;7,40E+15;746
1390;7,40E+15;79;1,37E+16;8743
1391;1;8,37E+15;154;9573
1392;9;848;62;-5994
1395;39;826;135;7888
1396;8;7,83E+15;1,37E+16;5423
1397;45;8,44E+15;111;7195
1398;111;773;116;-4448
1399;125;7,71E+15;104;-8678
1400;116;7,83E+15;101;1431
1401;86;8;113;5279
1402;122;8,24E+15;5,40E+16;-4871
1403;35;518;448;9498
1404;133;784;84;-9665
1405;131;733;135;138
1406;132;737;131;6959
1407;168;722;11;-9841
1408;41;853;106;594
1409;103;7,93E+15;105;258
1410;174;778;48;-9518
1411;6;846;94;8847
1412;229;659;112;-9976
1413;229;659;113;-9791
1414;223;703;7,40E+15;-9849
1415;0;833;1,67E+16;875
1416;125;8,39E+15;3,70E+16;-8805
1417;46;7,12E+15;242;9891
1418;122;8,32E+15;46;-9721
1419;254;698;48;-9676
1420;5;866;84;8,76E+15
1421;152;725;123;-9061
1422;121;745;134;2129
1423;0;10;0;0
1424;158;716;126;-8934
1425;11;7,96E+15;94;-6966
1428;112;767;122;2123
1429;85;805;11;4661
1430;1;722;1,78E+16;5719
1431;0;10;0;0
1432;11;77;12;5192
1433;66;884;5;-4371
1436;155;769;76;-9184
1437;0;10;0;0
1438;6,99E+15;301;0;-8514
1439;111;802;87;-7779
1440;215;665;12;-8299
1441;94;716;19;8104
1442;175;732;93;-9871
1443;125;735;141;3729
1444;129;871;0;-6694
1445;157;723;119;-9332
1448;139;8,08E+15;53;-9869
1449;278;6,92E+15;3;-989
1450;47;892;62;2846
1451;102;752;146;8954
1454;163;72;117;-8775
1455;12;774;105;-3182
1456;191;769;41;-7992
1457;0;934;66;8349
1458;3,72E+15;5,49E+15;79;-7003
1459;139;79;7,20E+15;-9702
1460;76;858;66;-719
1461;9;7,07E+15;203;9556
1462;8,20E+15;723;195;97
1463;18;72;1;-9187
1464;139;7,96E+15;66;-5719
1465;263;737;0;-6553
1468;7;828;102;6428
1469;238;706;55;-9845
1470;8,20E+15;835;83;872
1471;131;674;195;6968
1472;121;7,81E+15;98;-8636
1473;86;856;58;-875
1474;168;7,24E+15;108;-9937
1475;7,20E+15;815;113;8615
1476;103;8;97;6561
1477;139;72;14;726
1478;38;856;105;5903
1479;0;10;0;0
1480;139;725;136;-6543
1481;197;705;98;-9247
1482;0;10;0;0
1483;106;828;66;-5351
1484;175;596;229;4981
1485;128;816;57;-9563
1486;1;7,51E+15;149;8571
1487;165;636;199;-3167
1488;0;425;575;9042
1489;158;8,11E+15;31;-92
1490;0;10;0;0
1491;157;843;0;-8405
1492;163;7,07E+15;131;211
1495;113;8,14E+15;73;-9784
1498;4;9;6;556
1499;1,69E+16;8,06E+15;25;-8905
1500;119;8,81E+15;0;-4767
1501;161;753;86;-9855
1502;273;58;147;-9888
1503;71;773;156;9802
1504;9;8;11;5826
1505;1,67E+16;7,34E+15;1;-8934
1506;84;733;183;8334
1507;126;833;41;-9862
1508;0;794;206;6908
1509;123;833;44;-9892
1510;7;8,34E+15;96;9286
1511;188;753;59;-9604
1512;1,64E+16;7,19E+15;118;-6202
1513;365;635;0;-8481
1514;131;754;115;-6865
1515;151;736;112;-6113
1516;25;655;94;-8645
1517;0;10;0;0
1518;234;653;113;-9978
1519;0;938;62;1431
1520;21;6,63E+15;127;-9019
1521;112;743;145;9501
1522;81;82;99;222
1523;134;7,56E+15;11;-8192
1524;19;768;41;-9808
1525;141;809;5;-9179
1526;193;7,86E+15;2;-992
1527;145;8,24E+15;31;-795
1528;161;7,66E+15;73;-9953
1529;165;738;97;-8796
1530;114;805;8;-2052
1531;22;915;63;8594
1532;84;901;15;-7264
1533;69;758;173;8352
1534;61;847;92;6601
1537;21;7,02E+15;8,80E+15;-9966
1538;123;809;67;-9949
1539;76;669;256;8818
1540;116;8,29E+15;55;-8008
1541;22;927;51;7299
1542;59;8,37E+15;103;9391
1543;138;8,49E+15;13;-9707
1544;121;7,29E+15;151;9297
1545;173;7,19E+15;108;-9657
1546;298;617;85;-9423
1547;114;77;116;-261
1548;5;7,83E+15;166;9505
1549;11;6,94E+15;197;4846
1550;109;8,76E+15;15;-7591
1551;151;775;7,40E+15;-9445
1552;124;68;195;9824
1553;0;10;0;0
1554;104;785;111;5534
1555;1,69E+16;831;0;-8364
1558;76;76;1,64E+16;6494
1559;79;6,68E+15;254;7615
1560;166;7,12E+15;122;-9013
1561;109;703;188;8402
1562;5;897;5,40E+16;4617
1563;1,43E+16;735;122;2263
1564;91;775;134;9829
1565;5,40E+16;725;22;9976
1566;83;784;133;6693
1567;108;818;7,40E+15;-9333
1568;28;8,01E+15;171;9513
1569;199;674;127;-5919
1570;3,60E+16;802;162;8463
1571;83;813;104;3923
1572;32;61;7;-9668
1573;121;667;213;8906
1574;273;552;175;-7082
1575;24;927;49;4137
1576;119;86;21;-8239
1577;133;698;1,69E+16;9602
1578;182;69;128;-9525
1579;34;88;86;8505
1580;126;748;126;146
1581;0;851;149;8988
1582;165;728;107;-8906
1583;118;79;92;-8069
1584;189;732;78;-9946
1585;128;853;19;-9398
1586;53;785;161;7436
1587;128;81;62;-5313
1588;153;773;73;-6269
1589;455;545;0;-8,76E+15
1590;75;72;205;9932
1591;1,86E+16;6,76E+15;139;-9202
1592;155;67;175;-2835
1593;183;626;191;-2856
1594;19;745;65;-991
1595;98;809;93;2869
1596;76;838;86;1352
1597;199;662;139;-7341
1598;16;846;138;7926
1599;128;599;273;9826
1600;56;8,22E+15;122;7149
1601;48;736;2,16E+16;7131
1602;117;8,03E+15;8;-572
1603;136;8,37E+15;28;-835
1604;61;708;23;9349
1605;109;797;94;1003
1606;75;8;125;5197
1607;161;8;39;-9741
1608;42;898;6;4767
1609;142;795;63;-9179
1610;94;752;154;9402
1611;156;703;141;-8906
1612;95;855;49;-8126
1613;46;87;84;8709
1614;1;823;76;-8436
1615;133;805;62;-8047
1616;145;755;1;-3685
1617;1,43E+16;857;0;-7691
1618;101;8,37E+15;62;-8483
1619;151;75;99;-995
1620;1,43E+16;731;126;-8698
1621;95;759;145;8885
1622;101;7,14E+15;185;9875
1623;1;884;16;-9067
1624;0;7,91E+15;209;4404
1625;222;721;57;-7677
1626;209;594;197;-3632
1627;0;922;78;5439
1628;56;847;97;9325
1629;49;787;165;9979
1630;62;866;7,20E+15;6427
1631;165;698;1,37E+16;-9588
1632;14;7,76E+15;84;-7232
1633;29;778;193;9582
1636;109;792;99;-1431
1637;75;78;145;5719
1638;108;797;95;-8446
1639;29;804;1,67E+16;9181
1640;231;638;132;-9956
1641;149;733;117;-6152
1642;179;787;34;-963
1643;121;7,88E+15;9;-2669
1644;23;901;77;6553
1645;45;862;93;4753
1646;4;838;158;9862
1647;134;721;145;-3487
1648;196;738;65;-996
1649;142;588;27;9407
1650;136;7,81E+15;83;-9278
1651;98;779;123;9563
1652;105;774;12;8472
1653;6;84;99;9669
1654;172;6,89E+15;14;-7184
1655;25;871;103;9209
1656;1,48E+16;764;87;-9427
1657;201;738;61;-9805
1658;87;8,64E+15;5;-4738
1659;136;8,11E+15;5,20E+16;-9446
1660;0;897;103;7579
1661;49;7,88E+15;163;9836
1662;184;711;104;-9831
1663;158;736;106;-6866
1664;77;8,76E+15;47;-3925
1665;22;708;7,20E+15;-9973
1666;174;775;51;-9132
1669;7,40E+15;8,19E+15;107;2836
1670;1;7,07E+15;193;9924
1671;7;7,83E+15;146;6966
1672;51;7,96E+15;152;691
1673;0;7,24E+15;276;9074
1674;156;6,68E+15;1,76E+16;9626
1675;277;6,92E+15;31;-975
1676;1,78E+16;757;64;-7309
1677;157;742;1;-3695
1678;96;904;0;-3818
1679;67;816;117;5775
1680;109;805;86;-5792
1681;123;774;103;-8691
1682;1,64E+16;741;96;-977
1683;119;701;18;9897
1684;355;6;45;-9559
1685;147;764;8,90E+15;-9868
1686;113;8,03E+15;84;-4696
1687;11;6,99E+15;191;9608
1688;117;8,29E+15;5,40E+16;-9928
1689;1,80E+16;9;8,20E+15;7607
1690;134;773;94;-8559
1691;182;768;5;-6911
1692;28;861;111;8912
